Card_ID	Campaign_Responce
104707131	F
103284372	F
102090896	F
101511833	F
100237731	F
105144975	F
102641593	F
102609043	F
100162336	F
105433476	F
103882304	F
100073789	F
105918937	F
106019930	F
103041526	F
102881750	F
104386061	F
102643995	F
103757094	F
100129361	F
106592216	F
101227780	F
106053741	F
100045668	F
100128225	F
104845035	F
102857295	T
101349545	F
102548496	F
100700194	F
102409036	F
102551598	F
104844838	F
106297369	F
100005168	F
103250417	F
101899755	F
103354099	F
104078277	F
105739570	F
102089099	F
104910030	F
106450089	F
103883987	F
104646387	F
101480233	F
100952116	F
100738139	F
105858052	F
100031493	F
100580349	F
104205103	F
101380341	F
102562996	F
102477270	F
100261438	F
101312467	F
100077710	F
102576385	F
102656982	F
100241313	F
105045799	F
106087459	F
105714214	F
102031719	F
100212810	F
103901062	F
102210238	F
103960531	F
104965975	F
102207086	F
100623474	F
106355961	F
100641568	F
103669964	F
100597763	F
102264353	F
105179114	F
105287485	F
101333251	F
100119158	F
105025860	F
101720352	F
101364224	F
106137485	F
102793156	F
104238955	F
100842309	F
106551255	F
100204338	F
101388936	F
102409437	F
102259293	F
103511484	F
100196694	F
104842302	F
102208021	F
102279398	F
103105072	F
104912682	F
101317048	F
103092856	F
102527224	F
102496457	F
104301297	F
103162779	F
103058110	F
105468975	F
101225374	F
100160628	T
100115958	F
102061073	F
102671822	F
101213758	F
103266933	F
100214898	F
103503563	F
105414308	F
104562527	F
100690710	F
100559749	T
100181902	F
102230807	F
102025476	F
105383442	F
102601783	F
103213720	F
100039145	F
103412473	F
100205786	F
101189101	F
105257680	F
105029224	F
104203891	F
102256810	F
103466834	F
105296198	F
103362228	F
100160906	F
103156858	F
100831927	F
104244053	F
106520761	F
103901098	F
104016372	F
105171153	F
102364371	F
100224490	F
104355135	F
102672670	F
102029989	F
104780888	F
101215663	F
102690855	F
105435391	F
105830049	F
102278247	F
101892223	F
103895972	F
103507613	F
104720802	T
100048260	F
102915132	F
106356403	F
104110466	F
100575594	F
103296343	F
102610958	T
106147003	F
106542819	F
103259719	F
106345774	F
104018249	F
101383807	F
100039446	F
105112145	F
101411426	F
104533368	F
103484427	F
106349946	F
105014429	F
106483319	F
102079871	F
100142355	F
105580988	F
100261962	F
100659645	F
104897313	F
106395010	F
101897734	F
105254242	F
105521134	F
105001483	F
105865711	F
102697632	F
100823484	F
104925468	F
103607699	F
104414826	F
100247809	F
104915187	F
101319917	F
104513456	F
101755294	F
104940197	F
100235964	F
102624224	F
101158237	F
102530084	F
101902108	F
104916184	F
106450268	F
104861373	F
106068082	F
104550278	F
104792581	F
101748269	F
105378855	F
100142858	F
102672756	F
106426977	F
101467181	F
103357034	F
100099816	F
103396925	F
103767697	F
104247589	F
105631049	T
101238616	F
101888022	F
100130378	F
103453449	F
103587868	F
100080797	F
100693237	F
102101332	F
102891605	F
104033699	F
104093950	F
101925653	F
102247378	F
102681506	F
101421402	F
105178139	F
100007015	F
100809454	F
100086702	F
105964874	F
100160995	F
104976218	F
106073549	F
101185683	F
103108275	F
103847471	F
101227576	F
104092093	F
105929272	F
104606297	F
102906356	F
100143023	F
103243179	F
102284320	F
104434772	F
105816232	F
100644183	F
105746920	F
105037158	F
103040852	F
105116234	F
105756169	F
102506717	F
100284281	F
105867978	F
105363048	F
100762484	F
102474398	F
101234401	F
105194123	F
106104645	F
101470818	F
106395882	F
104009766	F
102931450	F
104944158	F
106024798	F
102764693	F
106365265	F
100174940	F
102673018	F
101461814	F
103113191	F
102769397	F
101388595	F
103857590	F
106389761	F
103939435	F
100155433	F
104155087	F
105006783	F
103539501	F
104901955	F
104485067	F
100870080	F
103848302	F
103509858	F
102839017	F
101376368	T
100116190	F
104379183	F
106240323	T
106397425	F
104413486	F
100839066	F
103535958	F
101340445	F
104526036	F
106395032	F
100163043	F
101748972	F
102692910	F
104520415	F
100775317	F
103607496	T
100749524	F
104562196	F
102099396	F
104247183	F
104818896	F
104648713	F
101220115	F
104300007	F
104671650	F
105695264	F
103149403	F
106442220	F
105633106	F
100737515	F
100003104	T
104695212	F
103655489	F
100253718	F
104323523	F
105964966	F
104123107	F
105144339	F
104064570	F
100602236	F
103938475	F
100891557	F
105531553	F
101415179	F
103458018	F
100597228	T
106000438	F
103970257	T
103775596	F
100804812	F
103970339	F
102402155	F
100743069	F
101936311	F
103570469	F
103092349	F
105456494	F
103647556	F
102041997	F
100162618	F
104035669	F
102417554	F
100017280	F
101355040	F
104624453	F
102228284	F
105992684	F
102747150	F
105083505	F
106440533	F
104978550	F
106362193	F
103435006	F
106159885	F
103519549	F
100693278	F
104700480	F
106363213	F
105682218	F
104781272	F
102510064	F
106551218	F
104141753	F
105094403	F
103573903	F
106391739	F
105362605	F
100197124	F
102551734	F
105452413	F
103392370	F
105720320	F
103918836	F
101880957	F
103536255	F
100087310	F
100631142	F
101750595	F
101482859	F
101180714	F
105488130	F
105755595	F
105161540	F
106493706	F
103459583	F
103424872	F
102599048	F
103864897	F
101195564	F
101413723	F
105131908	F
102101182	F
102828234	F
105335503	F
102697158	F
106155256	F
103903271	F
100253289	F
106257317	F
104765454	F
105851973	F
100008029	T
102380228	F
100635370	F
105343850	F
100721447	F
105865994	F
100207839	F
106326104	F
105470712	F
102392817	F
104716315	F
100018359	F
104369373	F
103782868	F
104344638	F
101933880	F
102209027	F
104770929	F
101429467	T
100614541	F
103119719	F
103702233	F
101227839	F
100950466	F
103889398	F
105522309	F
101496306	F
105970641	F
105753427	F
105955954	F
106162352	T
101718166	F
104255199	F
105108109	T
102199657	F
103512057	F
104138454	F
104556585	F
104309631	F
101227906	F
103877857	F
106556967	F
102641959	F
100823555	F
100178114	F
100225189	F
102977998	F
101754042	F
102986525	F
105162883	F
101389786	F
102773265	F
102682491	F
104688168	T
100735725	F
104762973	F
102045017	F
105588405	F
101319238	F
100562824	F
101937206	F
105165156	F
105405210	F
102210174	F
100179243	F
104578075	F
100168209	F
103603627	F
100164537	F
100661200	F
100218427	T
103179309	F
105835301	F
102262380	F
101227019	F
100092297	F
104161902	F
100108982	F
104273309	F
104166464	F
103042444	T
103350612	F
103689219	F
104220453	F
104858407	F
100849974	F
106156985	F
103001618	F
100657674	F
105689802	F
103421267	F
104974345	F
100129237	F
104235958	F
103117295	F
105906748	F
104143812	T
104175836	F
104246467	F
102307798	F
105684955	F
101381543	F
100809662	F
104619662	F
100658130	F
103672871	F
102250629	F
102601200	F
103088616	F
102726553	F
105344974	F
103722286	F
104512737	F
105507235	F
101215579	F
105769107	F
102725439	F
101424303	F
105066290	T
103572119	F
102883892	F
103793675	F
100787039	F
101738133	F
102028332	F
103138506	F
104270287	F
105836344	F
100070619	F
102065722	F
104454236	F
106140689	F
103746600	T
100225503	F
105924838	F
104189559	F
100255509	F
105788310	F
106205801	F
103743643	F
101434017	F
101192227	F
101134173	F
102576662	F
100601124	F
101230215	F
106411145	F
102657754	F
105296280	F
101365097	F
101934644	F
105050826	F
106230806	F
105143029	F
100041081	F
104630216	F
100820244	F
106063944	F
100234464	F
101334521	F
101481278	F
105719931	F
105438971	F
105797134	F
102912145	F
106211075	F
103507659	F
102910156	F
104707039	F
105228772	F
104506913	F
102549854	F
106535665	F
105944826	F
101430231	F
103775716	F
102231700	F
103506207	F
103507696	F
103656678	F
104915411	F
102396713	F
101181960	F
103104299	F
105201483	F
105957269	F
103623464	F
103639031	F
101896454	F
105538715	F
101725680	F
101453702	F
104072616	F
101895852	F
102585478	F
102467688	F
105910897	F
105639858	F
101718584	F
104193438	F
100180223	F
101439946	F
102186120	F
102875661	F
104801374	F
104206116	F
101314786	T
100185939	F
104720292	F
100062894	F
103057838	F
100010948	F
104162889	F
105493377	F
105658157	F
104472764	T
102400275	F
105403449	F
103230266	F
106415990	T
100837700	F
100125505	F
101344139	F
100785451	F
100215799	F
102932453	F
102095229	F
104830259	F
104342319	F
100646044	F
103171494	F
100181832	F
103920935	F
102280987	F
105276236	F
106570150	F
101302724	F
101389086	F
103418592	F
106163403	F
100081065	F
103179961	F
102416105	F
100227071	F
103507161	F
106064405	F
106561303	F
103886035	F
100069117	F
101715695	F
103888482	T
100739476	F
101241331	F
106195702	F
106200817	F
103573843	F
104309734	F
101488511	F
102043913	F
103968904	F
102824003	F
102031990	F
100161038	F
106132028	F
104648247	T
104782041	F
101868531	F
103102974	F
106476862	F
101903354	F
105897067	F
102632782	F
106487678	F
102661137	F
102823426	F
102084231	F
105673951	F
105637611	F
103603959	F
105548457	F
101855943	F
101452700	F
101757521	F
106582584	F
106409531	F
103864074	T
103319480	F
100783676	F
102204537	F
106051907	F
105527586	F
106073597	F
103862903	F
101936635	F
106130953	F
105949576	F
100115812	F
102495263	F
103009555	F
104427233	F
104577997	F
105583536	F
102256903	F
105636219	F
100833495	F
105803652	F
104203759	F
105440721	F
102724018	F
102400818	F
102822498	F
106567723	F
104238777	F
104015369	F
102407358	F
104235940	F
101388531	F
106236276	F
105624441	F
100128727	F
102957031	F
101291345	F
101434305	F
101770426	F
105530419	F
106553613	F
104244213	F
101442104	F
104316334	F
101228417	F
105829253	F
102976931	F
104238093	F
102395156	F
103005082	F
105602398	F
100642291	T
100115624	F
104632406	F
104432430	F
100941295	F
105991609	F
105908738	F
106275129	F
101723670	F
103364573	F
101184535	F
102794276	F
105051951	F
104998861	F
101856842	F
106244814	F
102354821	F
101364325	F
101927135	F
106549268	F
106371867	F
100070807	F
100848431	F
105188433	F
105437798	F
101356368	F
100656599	F
103853790	F
106198160	F
106573317	F
102674514	F
104514527	F
101759579	F
105538177	F
106455219	F
104235465	F
105290662	F
104973704	F
101719327	F
104165655	F
105315544	T
104095973	F
106235907	F
101860120	F
100160838	F
105694886	F
106178141	F
100842805	T
100653502	F
103352484	F
100855026	F
101903608	F
101185569	F
100787743	F
103297053	F
106000279	T
103935577	T
100639703	T
104879847	F
104890540	F
104364120	F
103970821	F
101725113	F
106394076	F
100594796	F
103202559	F
104303176	F
104870146	F
106218510	T
101209889	F
105716295	T
106399499	F
105073790	F
103300442	F
100211842	F
100831969	F
100177818	F
104969143	T
100161967	F
102578632	F
104526643	T
102804765	T
104177349	F
102293955	F
104932609	F
104200889	F
102086132	F
102575299	F
101454275	F
102882456	F
105859275	F
102691846	F
106270728	F
102340220	F
104959121	F
102277787	F
102084507	F
102681413	F
106453524	F
102250841	F
100000343	F
105168476	F
102308018	F
102805534	F
106583860	F
101290756	F
100280569	F
103992434	F
105645820	F
104718755	F
106586051	F
104634065	F
106090692	F
104772151	F
102619092	F
102731370	F
103956383	F
101191144	F
101891725	F
103688106	F
103938843	F
105424308	F
102069250	F
103356458	F
100215710	F
106477122	T
104306558	F
102328890	F
104720167	F
102981845	F
103232237	F
105159426	F
102978181	F
101729432	F
101475481	F
103139894	F
104104502	F
101177263	T
105679844	F
105655710	F
102840556	F
104380714	F
102874969	F
105641753	F
100750504	F
100699070	F
102731714	F
104828120	F
103828518	T
105968034	F
105120958	F
105302193	F
106540286	F
104016917	F
104394282	F
101306305	F
100738184	F
105875362	F
106284835	F
104357966	F
105139394	F
101501920	F
100001892	F
104620304	F
103269790	T
105627676	F
102878821	F
106212442	F
100117322	F
101219874	F
100261349	F
104890025	F
105567552	F
104877746	F
101772219	F
106583396	F
105017107	F
103987188	F
102914545	F
103779026	F
106589772	F
106220655	F
102699230	F
101440301	F
102848543	F
100166438	F
105875286	T
100117330	F
100174561	F
100750157	F
106110364	F
100778321	F
103851089	F
102885799	F
105579512	T
102410176	F
103086461	F
105371736	F
105614884	F
102581014	F
105684687	F
105270891	T
103260575	F
104717339	F
104971352	F
105626464	F
102375605	F
104263580	F
102766375	F
101291253	F
103250912	F
106547341	F
106250716	F
100026346	F
100054917	T
103641907	F
103394901	F
106506873	F
104464814	F
100069823	F
106580373	F
105415203	F
103434622	F
104358333	F
102610379	F
102683162	F
100149684	F
101750373	F
100722341	F
105077101	F
100118849	F
106362681	F
106032576	F
103987098	F
100620330	F
100251692	F
104873299	F
103959177	F
106060781	F
100793436	F
106304884	F
100204484	F
106486885	F
103133859	T
102394965	F
105018988	F
104337896	F
100613169	F
100081718	F
104170147	F
101914056	F
103810907	F
102956052	F
102340740	F
104425777	F
105804892	F
103786249	F
104263717	F
100006844	F
102183955	F
100249229	F
101186531	F
103883025	F
101134790	F
105305653	T
104145241	F
105361754	F
101909628	F
100827908	F
101925936	F
103051648	F
100827771	F
102880410	F
105894342	F
101149826	F
102027984	F
100813511	F
102571464	F
102069646	F
101378656	F
102538391	F
105459321	F
104614249	F
105816396	F
101361143	T
100869761	F
103746154	F
102038422	F
105176268	F
100854053	F
103181425	F
102084624	T
101328643	F
103282103	F
103213847	F
104047304	F
102577124	F
104613422	F
101214381	F
100767647	F
100230449	F
102031239	F
101152286	F
100182395	F
101242289	F
105236118	F
102401027	F
103555338	F
106347275	F
101353592	F
104367855	F
101865211	F
100755361	F
106583459	F
105958021	F
105649028	F
102538852	F
101767988	F
102361817	F
104352866	F
101427485	F
105180012	F
102641268	F
103253281	T
100718038	F
101141204	F
103423997	F
100662770	T
104540962	F
103040388	F
106505634	F
104421015	F
103453809	F
100594950	F
102465549	F
104070773	F
100808157	F
104513807	F
104673020	F
105757550	F
104322646	F
104189742	F
100026244	F
101238340	F
102496697	F
100057977	F
104352914	F
105707948	F
104910620	F
102881658	F
102279253	F
100812524	F
106230697	F
102656959	F
106044238	F
100214263	F
104366838	F
100072669	F
102426588	F
106369463	F
100788211	F
105438324	F
102740107	F
105595603	F
100953051	F
101352503	F
102658280	F
100783273	F
103423500	F
102034462	F
102336971	F
102089867	F
100012143	F
103855522	F
100643563	T
101503920	F
100016134	F
106566274	F
104760577	F
106442678	F
100169819	F
105213777	F
103915482	F
101433588	F
100659033	F
102917585	F
101364806	F
100021448	F
100731023	F
105404288	T
101191238	F
102036296	F
101773427	T
100063571	F
104645033	F
105043318	F
104475412	F
103041373	F
102287354	F
104906719	F
103298235	F
102645997	F
105162971	F
102720373	F
103571385	F
102972769	T
105723518	F
101373813	F
105121335	F
105846481	F
101472629	F
104040358	F
106218367	F
102045510	F
100076708	F
106275071	T
102562788	F
101131388	F
104306362	F
106518258	F
100810524	F
102514619	F
100831007	F
102948599	F
103477758	T
104982063	F
106561714	F
102611757	F
103289872	F
102089614	F
104765133	F
104306216	F
105388448	F
105172852	F
102407329	F
102353744	F
104217908	F
106365199	F
103776662	F
101441763	F
106118203	F
102717931	F
106594112	F
105329156	F
101484259	F
100057905	F
106079782	F
